ID,gender,Partner,ServiceForPhone,2ormoreLines,ServiceforInternet,Security,ProtectionforDevice,Support,UseType,MonthlyofCharges,TotalofCharges
3509,Male,No,Yes,No,DSL,No,No,No,Month-to-month,44.9,44.9
3510,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,75.25,576.7
3511,Male,No,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,24.6,1279
3512,Male,No,Yes,Yes,No,No internet service,No internet service,No internet service,One year,25.0,1260.7
3513,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.95,267.35
3514,Male,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,110.6,6586.85
3515,Male,No,Yes,No,DSL,Yes,No,No,Month-to-month,55.5,934.15
3516,Male,No,Yes,No,DSL,No,No,No,Month-to-month,43.3,123.65
3517,Male,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,One year,109.5,7534.65
3518,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.45,19.45
3519,Male,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,84.85,3645.6
3520,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.6,314.45
3521,Female,Yes,Yes,No,DSL,Yes,No,No,One year,53.45,3053
3522,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,One year,19.8,677.05
3523,Female,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,112.1,7965.95
3524,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,84.8,906.85
3525,Female,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,95.05,4888.7
3526,Male,No,Yes,No,DSL,No,Yes,No,Month-to-month,50.35,237.25
3527,Male,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,74.6,74.6
3528,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.7,342.4
3529,Male,Yes,Yes,No,Fiber optic,No,Yes,No,Month-to-month,74.2,140.1
3530,Female,No,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,69.0,1108
3531,Female,No,Yes,No,No,No internet service,No internet service,No internet service,One year,19.35,295.55
3532,Female,No,Yes,No,DSL,No,Yes,No,Month-to-month,59.45,892.65
3533,Female,No,Yes,No,No,No internet service,No internet service,No internet service,One year,19.8,198.25
3534,Female,No,Yes,No,Fiber optic,Yes,No,Yes,One year,105.2,4822.85
3535,Male,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Two year,109.2,6741.15
3536,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,79.15,79.15
3537,Male,Yes,Yes,No,DSL,No,Yes,No,One year,53.65,1355.45
3538,Male,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Two year,100.2,7209
3539,Male,No,Yes,No,DSL,No,No,No,Month-to-month,45.15,438.4
3540,Female,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Two year,108.65,7726.35
3541,Female,Yes,No,No phone service,DSL,Yes,No,No,Month-to-month,40.65,2070.75
3542,Male,Yes,No,No phone service,DSL,Yes,Yes,Yes,One year,55.35,1636.95
3543,Male,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,105.6,7581.5
3544,Male,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,93.8,3019.5
3545,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,95.7,4729.75
3546,Male,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two year,83.2,6126.1
3547,Male,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two year,90.05,6333.4
3548,Male,No,Yes,Yes,Fiber optic,Yes,No,Yes,One year,97.65,6687.85
3549,Male,Yes,Yes,No,DSL,Yes,Yes,Yes,Two year,68.05,4158.25
3550,Male,No,Yes,No,Fiber optic,No,No,Yes,Month-to-month,96.2,3183.4
3551,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,79.6,79.6
3552,Male,No,Yes,Yes,Fiber optic,Yes,Yes,No,Two year,102.1,7149.35
3553,Male,No,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,23.4,1429.65
3554,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,71.05,472.65
3555,Male,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,85.25,1734.5
3556,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,One year,19.45,113.5
3557,Female,No,No,No phone service,DSL,Yes,Yes,No,Month-to-month,59.45,1884.65
3558,Male,Yes,Yes,Yes,Fiber optic,No,No,No,One year,92.2,2568.15
3559,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Two year,19.85,470
3560,Male,No,Yes,No,DSL,No,No,No,Month-to-month,43.9,278.4
3561,Male,No,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,80.5,2088.8
3562,Male,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,89.8,502.6
3563,Male,No,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,90.5,2595.85
3564,Male,No,Yes,Yes,Fiber optic,No,No,No,One year,90.45,5825.5
3565,Male,No,Yes,No,DSL,No,No,No,Month-to-month,50.75,50.75
3566,Female,No,Yes,Yes,DSL,No,Yes,Yes,One year,84.6,4449.75
3567,Female,Yes,Yes,No,Fiber optic,No,No,Yes,Month-to-month,89.65,1208.35
3568,Female,No,Yes,No,Fiber optic,No,No,Yes,Month-to-month,99.15,1956.4
3569,Male,No,Yes,No,No,No internet service,No internet service,No internet service,One year,19.95,310.6
3570,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.5,290.55
3571,Female,No,Yes,No,DSL,No,Yes,No,Month-to-month,62.1,2096.1
3572,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,79.5,2665
3573,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.55,543.8
3574,Female,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.35,20.35
3575,Male,No,No,No phone service,DSL,No,No,Yes,Month-to-month,51.7,3005.8
3576,Female,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,One year,23.3,1623.15
3577,Male,No,Yes,No,DSL,No,No,Yes,One year,65.4,2498.4
3578,Female,No,Yes,No,DSL,Yes,No,No,Month-to-month,65.1,2586
3579,Male,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,81.2,3292.3
3580,Female,No,Yes,No,DSL,No,Yes,Yes,Month-to-month,72.9,651.4
3581,Male,Yes,Yes,No,DSL,Yes,Yes,Yes,Two year,74.5,4674.55
3582,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,80.5,232.35
3583,Male,Yes,No,No phone service,DSL,No,Yes,Yes,One year,60.3,2448.5
3584,Male,Yes,Yes,No,Fiber optic,Yes,No,No,Month-to-month,75.0,658.1
3585,Male,Yes,Yes,No,Fiber optic,Yes,No,Yes,One year,90.15,3128.8
3586,Male,No,No,No phone service,DSL,Yes,Yes,Yes,Month-to-month,40.0,223.45
3587,Male,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,99.45,919.4
3588,Male,Yes,Yes,Yes,DSL,No,Yes,No,Month-to-month,69.05,653.95
3589,Male,Yes,Yes,Yes,DSL,No,No,No,Month-to-month,59.7,1825.5
3590,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,One year,19.85,943.1
3591,Female,No,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,86.25,181.65
3592,Female,No,Yes,No,DSL,No,No,No,Month-to-month,45.65,45.65
3593,Male,No,Yes,No,Fiber optic,No,No,No,Month-to-month,70.1,551.35
3594,Female,No,No,No phone service,DSL,No,No,No,Month-to-month,40.75,359.4
3595,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,70.2,115.95
3596,Female,No,Yes,No,DSL,Yes,No,No,Month-to-month,55.35,165.2
3597,Male,Yes,Yes,No,Fiber optic,No,No,Yes,Month-to-month,95.7,2338.35
3598,Male,No,Yes,No,DSL,No,No,No,Month-to-month,46.3,46.3
3599,Female,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Month-to-month,81.3,3541.1
3600,Male,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,84.2,4146.05
3601,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.0,1087.25
3602,Female,No,Yes,Yes,DSL,Yes,Yes,No,Month-to-month,66.15,2522.4
3603,Male,No,Yes,No,DSL,No,No,No,Month-to-month,45.85,81
3604,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.6,717.3
3605,Male,No,Yes,No,DSL,No,No,No,Month-to-month,49.8,1734.2
3606,Female,Yes,Yes,Yes,Fiber optic,No,Yes,No,One year,101.75,7069.3
3607,Female,No,Yes,No,DSL,Yes,No,Yes,One year,55.15,742.9
3608,Male,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,75.25,3017.65
3609,Female,No,Yes,Yes,Fiber optic,No,Yes,No,One year,103.95,6423
3610,Female,No,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,100.15,1164.3
3611,Male,No,Yes,No,Fiber optic,No,No,Yes,Two year,99.65,4220.35
3612,Male,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,73.7,1558.7
3613,Male,No,No,No phone service,DSL,No,Yes,No,One year,50.05,2743.45
3614,Male,Yes,No,No phone service,DSL,Yes,Yes,Yes,Two year,60.25,4055.5
3615,Male,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,105.75,2710.25
3616,Female,Yes,Yes,No,Fiber optic,Yes,No,No,One year,87.3,6055.55
3617,Female,Yes,No,No phone service,DSL,No,Yes,No,Month-to-month,48.35,810.7
3618,Male,Yes,Yes,Yes,DSL,No,No,No,Month-to-month,54.25,2538.2
3619,Female,Yes,Yes,No,DSL,Yes,Yes,Yes,Two year,85.3,6129.2
3620,Male,Yes,No,No phone service,DSL,No,Yes,Yes,Month-to-month,50.0,1750.85
3621,Female,Yes,No,No phone service,DSL,No,No,No,Month-to-month,24.4,36.55
3622,Female,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two year,90.95,6652.45
3623,Male,Yes,Yes,No,Fiber optic,No,No,No,Month-to-month,72.25,2575.45
3624,Female,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,96.1,6019.35
3625,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,19.85,1379.6
3626,Male,No,Yes,No,DSL,No,No,Yes,Month-to-month,55.3,1284.2
3627,Female,No,Yes,No,No,No internet service,No internet service,No internet service,One year,20.1,296.15
3628,Male,No,Yes,No,DSL,Yes,Yes,Yes,Month-to-month,69.5,653.25
3629,Male,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,25.15,412.6
3630,Female,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.95,85.5
3631,Female,Yes,Yes,No,DSL,Yes,No,No,Month-to-month,49.55,49.55
3632,Female,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,79.65,1928.7
3633,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,71.25,71.25
3634,Male,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,113.8,7845.8
3635,Female,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,24.55,1750.7
3636,Female,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.7,216.2
3637,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.25,178.5
3638,Female,Yes,Yes,No,DSL,No,No,No,Month-to-month,50.15,115.1
3639,Female,Yes,Yes,Yes,Fiber optic,No,Yes,No,One year,100.5,6029
3640,Male,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,95.9,2745.2
3641,Female,No,Yes,No,DSL,No,Yes,Yes,Two year,74.45,3721.9
3642,Female,No,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,104.1,3121.1
3643,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,One year,19.05,990.45
3644,Male,No,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,25.0,1004.35
3645,Female,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.05,157.65
3646,Male,No,Yes,No,Fiber optic,No,Yes,Yes,One year,81.9,3219.75
3647,Male,No,Yes,No,Fiber optic,No,No,No,Month-to-month,69.7,572.85
3648,Female,Yes,Yes,Yes,Fiber optic,No,Yes,No,One year,90.15,4554.85
3649,Male,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,25.35,1847.55
3650,Male,No,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,24.65,1766.75
3651,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,19.55,1462.05
3652,Female,No,No,No phone service,DSL,No,No,No,Month-to-month,25.25,25.25
3653,Male,Yes,No,No phone service,DSL,Yes,No,Yes,Two year,60.0,2193.2
3654,Female,Yes,Yes,No,Fiber optic,No,Yes,No,Month-to-month,89.9,2433.5
3655,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.4,641.15
3656,Male,Yes,Yes,No,DSL,No,No,No,Two year,49.8,2398.4
3657,Female,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,24.1,861.85
3658,Female,No,Yes,No,DSL,No,Yes,Yes,Month-to-month,54.25,583
3659,Male,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,One year,109.9,7332.4
3660,Male,No,No,No phone service,DSL,No,Yes,Yes,One year,35.5,249.55
3661,Female,No,Yes,No,Fiber optic,No,No,No,One year,87.55,4475.9
3662,Female,No,Yes,No,DSL,No,No,No,Month-to-month,45.15,416.45
3663,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,88.4,788.6
3664,Male,No,Yes,No,DSL,No,No,Yes,Month-to-month,50.8,202.3
3665,Male,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Two year,99.0,6994.6
3666,Female,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,84.4,4116.15
3667,Female,Yes,Yes,No,Fiber optic,No,Yes,No,Two year,96.55,2263.45
3668,Male,Yes,Yes,No,DSL,Yes,No,No,One year,59.75,1374.35
3669,Male,No,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,111.5,4915.15
3670,Female,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,24.25,838.5
3671,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,75.1,75.1
3672,Female,Yes,Yes,Yes,DSL,No,No,No,One year,70.15,3715.65
3673,Male,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,101.75,4273.45
3674,Female,No,Yes,No,DSL,No,No,No,Month-to-month,45.8,45.8
3675,Female,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.5,20.5
3676,Male,No,Yes,No,DSL,Yes,No,Yes,One year,70.4,2044.75
3677,Female,No,No,No phone service,DSL,No,No,Yes,Month-to-month,30.55,30.55
3678,Male,Yes,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,84.9,1398.25
3679,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.1,20.1
3680,Male,Yes,No,No phone service,DSL,No,No,Yes,Month-to-month,40.65,328.95
3681,Male,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,101.0,4680.05
3682,Male,No,Yes,No,Fiber optic,No,No,No,Month-to-month,69.1,69.1
3683,Male,Yes,Yes,No,DSL,Yes,No,Yes,Two year,54.5,3778.2
3684,Male,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,75.35,3161.4
3685,Male,Yes,No,No phone service,DSL,Yes,No,Yes,One year,44.45,2188.45
3686,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,75.0,999.45
3687,Male,Yes,Yes,No,Fiber optic,No,No,Yes,One year,100.0,1888.65
3688,Female,No,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,98.05,3990.6
3689,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,71.15,71.15
3690,Female,No,No,No phone service,DSL,No,Yes,No,Month-to-month,54.15,1240.25
3691,Female,Yes,Yes,Yes,DSL,No,No,No,One year,63.9,2635
3692,Female,Yes,Yes,Yes,DSL,No,Yes,No,Month-to-month,69.15,235
3693,Female,No,Yes,Yes,DSL,Yes,No,No,One year,64.65,2347.85
3694,Female,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,108.75,7156.2
3695,Female,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,98.85,3089.6
3696,Female,Yes,Yes,No,DSL,No,No,Yes,Month-to-month,49.15,270.8
3697,Female,Yes,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,89.6,2901.8
3698,Female,No,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,83.25,4949.1
3699,Female,Yes,Yes,No,DSL,No,Yes,Yes,One year,70.25,2198.9
3700,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.4,374.5
3701,Female,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,24.5,761.95
3702,Female,No,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,79.15,1520.9
3703,Male,No,Yes,No,No,No internet service,No internet service,No internet service,One year,20.1,190.25
3704,Female,Yes,Yes,Yes,DSL,Yes,Yes,No,One year,73.0,5163
3705,Female,Yes,Yes,Yes,DSL,Yes,No,Yes,Two year,61.4,4059.85
3706,Male,No,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,84.3,2281.6
3707,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,19.9,1356.7
3708,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.4,231.45
3709,Male,No,Yes,Yes,DSL,No,No,No,Month-to-month,50.75,50.75
3710,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,One year,20.45,242.4
3711,Female,Yes,Yes,Yes,DSL,Yes,No,Yes,One year,75.75,4264.25
3712,Male,No,Yes,No,DSL,Yes,No,Yes,One year,65.4,2774.55
3713,Male,Yes,Yes,No,Fiber optic,No,No,No,Month-to-month,80.4,3605.2
3714,Male,Yes,Yes,No,DSL,Yes,Yes,No,Two year,59.75,4069.9
3715,Male,No,Yes,No,Fiber optic,No,No,No,Month-to-month,78.5,874.2
3716,Female,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,102.0,1145.35
3717,Male,No,Yes,No,DSL,No,Yes,No,Month-to-month,48.95,1323.7
3718,Female,Yes,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,99.65,5497.05
3719,Male,No,Yes,No,No,No internet service,No internet service,No internet service,One year,18.25,534.7
3720,Female,No,Yes,No,DSL,Yes,Yes,No,Month-to-month,54.55,2455.05
3721,Female,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.65,38.7
3722,Male,No,No,No phone service,DSL,Yes,No,Yes,One year,40.65,947.4
3723,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.45,357
3724,Male,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,One year,24.8,1476.25
3725,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,70.8,70.8
3726,Male,No,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,89.05,1448.6
3727,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,96.6,291.9
3728,Male,No,Yes,Yes,DSL,Yes,Yes,Yes,One year,88.8,5903.15
3729,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.05,1201.65
3730,Female,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,104.5,5921.35
3731,Male,No,Yes,No,Fiber optic,No,No,No,Month-to-month,69.8,146.65
3732,Female,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two year,77.15,1759.4
3733,Female,No,No,No phone service,DSL,Yes,No,Yes,Two year,35.05,844.45
3734,Female,No,Yes,Yes,Fiber optic,No,Yes,Yes,Two year,108.1,7774.05
3735,Female,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,84.05,134.05
3736,Female,No,Yes,No,No,No internet service,No internet service,No internet service,One year,20.2,140.95
3737,Female,No,Yes,Yes,DSL,No,No,No,Month-to-month,50.6,249.95
3738,Male,No,No,No phone service,DSL,No,Yes,No,Month-to-month,49.2,1701.65
3739,Male,No,Yes,Yes,No,No internet service,No internet service,No internet service,One year,24.6,592.65
3740,Female,Yes,Yes,No,Fiber optic,No,No,No,Month-to-month,71.65,135.75
3741,Male,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,104.9,7732.65
3742,Female,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,106.5,4282.4
3743,Male,No,Yes,No,DSL,Yes,No,No,Month-to-month,49.35,219.65
3744,Male,No,Yes,No,Fiber optic,No,No,No,One year,75.5,2018.1
3745,Male,No,Yes,No,Fiber optic,No,No,No,Month-to-month,94.25,669
3746,Female,Yes,Yes,No,Fiber optic,No,No,No,Month-to-month,68.95,68.95
3747,Female,Yes,Yes,Yes,DSL,No,No,Yes,Month-to-month,58.5,224.85
3748,Male,No,Yes,No,DSL,No,Yes,Yes,Two year,78.9,3771.5
3749,Male,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,93.85,196.75
3750,Female,Yes,Yes,No,DSL,Yes,Yes,Yes,One year,79.2,943.85
3751,Male,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,109.45,6572.85
3752,Male,No,Yes,No,DSL,Yes,Yes,Yes,Two year,59.2,3175.85
3753,Male,No,No,No phone service,DSL,No,No,Yes,Month-to-month,29.15,29.15
3754,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.05,20.05
3755,Male,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,76.05,318.9
3756,Male,No,No,No phone service,DSL,No,No,No,Month-to-month,24.45,24.45
3757,Female,No,Yes,No,DSL,No,Yes,Yes,Two year,66.5,2762.75
3758,Female,No,Yes,No,DSL,Yes,No,No,Month-to-month,49.55,49.55
3759,Male,No,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,89.35,631.85
3760,Male,No,Yes,No,Fiber optic,No,Yes,No,Month-to-month,73.6,232.5
3761,Female,Yes,Yes,Yes,DSL,Yes,Yes,No,Two year,82.65,5919.35
3762,Male,No,Yes,Yes,DSL,No,No,No,Month-to-month,49.0,749.25
3763,Male,Yes,Yes,No,Fiber optic,No,No,No,Month-to-month,80.35,307.4
3764,Female,No,Yes,Yes,No,No internet service,No internet service,No internet service,One year,25.2,245.15
3765,Female,No,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,25.45,134.75
3766,Female,No,Yes,No,DSL,Yes,Yes,No,Month-to-month,55.8,55.8
3767,Male,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,110.9,8240.85
3768,Female,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,77.75,4266.4
3769,Female,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,26.2,1077.5
3770,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,19.9,1115.6
3771,Male,No,Yes,No,Fiber optic,No,No,No,Month-to-month,79.05,79.05
3772,Male,Yes,Yes,No,Fiber optic,Yes,No,No,Month-to-month,95.0,95
3773,Female,No,No,No phone service,DSL,No,No,No,Month-to-month,25.2,25.2
3774,Male,Yes,Yes,Yes,DSL,No,Yes,No,One year,80.85,4079.55
3775,Male,No,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,98.4,4187.75
3776,Male,Yes,Yes,No,DSL,No,No,No,One year,56.35,2391.15
3777,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,19.3,890.5
3778,Male,No,Yes,Yes,DSL,No,No,No,Month-to-month,50.4,137.25
3779,Male,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two year,79.4,5154.6
3780,Male,Yes,Yes,No,DSL,No,Yes,Yes,Two year,55.25,3119.9
3781,Male,No,Yes,No,No,No internet service,No internet service,No internet service,One year,19.1,529.5
3782,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,84.05,966.55
3783,Female,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,105.2,6936.85
3784,Male,No,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,101.4,3496.3
3785,Male,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,89.8,914.3
3786,Male,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,75.75,1929
3787,Female,No,Yes,No,Fiber optic,No,No,Yes,Month-to-month,95.3,5817.7
3788,Male,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Two year,109.75,6110.2
3789,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.85,178.8
3790,Male,No,Yes,No,No,No internet service,No internet service,No internet service,One year,19.3,28.3
3791,Male,No,Yes,No,Fiber optic,No,No,No,Month-to-month,69.1,435
3792,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,91.25,2351.8
3793,Female,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.25,186.15
3794,Male,Yes,Yes,No,DSL,No,Yes,No,Month-to-month,54.75,445.85
3795,Male,No,Yes,No,Fiber optic,No,No,No,Month-to-month,81.45,912
3796,Female,No,Yes,Yes,DSL,No,No,No,Month-to-month,49.1,679.55
3797,Male,Yes,Yes,Yes,DSL,Yes,Yes,No,One year,80.2,3581.6
3798,Male,No,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,100.3,4222.95
3799,Female,No,Yes,Yes,DSL,Yes,Yes,Yes,Month-to-month,65.25,1994.3
3800,Female,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,90.95,5930.05
3801,Female,No,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,85.45,1505.85
3802,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.0,20
3803,Male,Yes,Yes,Yes,Fiber optic,No,No,Yes,Two year,94.1,5638.3
3804,Male,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,79.85,797.25
3805,Male,No,Yes,No,Fiber optic,No,No,No,Month-to-month,71.65,71.65
3806,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,73.55,1359.45
3807,Male,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,104.65,2542.45
3808,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.3,54.7
3809,Male,No,Yes,No,No,No internet service,No internet service,No internet service,One year,20.15,989.05
3810,Male,Yes,Yes,No,DSL,No,No,No,Month-to-month,44.55,44.55
3811,Male,No,Yes,No,DSL,Yes,No,Yes,Month-to-month,54.45,87.3
3812,Male,No,Yes,No,No,No internet service,No internet service,No internet service,One year,19.65,351.55
3813,Male,Yes,Yes,Yes,Fiber optic,No,Yes,No,Two year,105.0,7297.75
3814,Male,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two year,88.7,6301.7
3815,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,74.25,210.3
3816,Male,Yes,Yes,Yes,DSL,Yes,Yes,No,Two year,75.15,3822.45
3817,Female,No,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.25,1048.45
3818,Female,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Two year,109.1,6393.65
3819,Male,No,No,No phone service,DSL,Yes,No,No,One year,30.75,1489.3
3820,Male,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,112.9,8061.5
3821,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,74.2,74.2
3822,Female,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,94.05,518.75
